USER_ID|YOB|Gender|Income|HouseholdStatus|EducationLevel|Q124742|Q124122|Q123464|Q123621|Q122769|Q122770|Q122771|Q122120|Q121699|Q121700|Q120978|Q121011|Q120379|Q120650|Q120472|Q120194|Q120012|Q120014|Q119334|Q119851|Q119650|Q118892|Q118117|Q118232|Q118233|Q118237|Q117186|Q117193|Q116797|Q116881|Q116953|Q116601|Q116441|Q116448|Q116197|Q115602|Q115777|Q115610|Q115611|Q115899|Q115390|Q114961|Q114748|Q115195|Q114517|Q114386|Q113992|Q114152|Q113583|Q113584|Q113181|Q112478|Q112512|Q112270|Q111848|Q111580|Q111220|Q110740|Q109367|Q108950|Q109244|Q108855|Q108617|Q108856|Q108754|Q108342|Q108343|Q107869|Q107491|Q106993|Q106997|Q106272|Q106388|Q106389|Q106042|Q105840|Q105655|Q104996|Q103293|Q102906|Q102674|Q102687|Q102289|Q102089|Q101162|Q101163|Q101596|Q100689|Q100680|Q100562|Q99982|Q100010|Q99716|Q99581|Q99480|Q98869|Q98578|Q98059|Q98078|Q98197|Q96024
1654|1989|Male|$50,000 - $74,999|Married (no kids)|Current Undergraduate|-1|1|-1|1|1|-1|1|-1|1|-1|1|1|-1|1|1|-1|1|1|-1|1|-1|1|-1|1|-1|1|1|1|1|1|1|-1|-1|1|1|1|-1|1|1|1|-1|-1|1|1|1|-1|-1|1|1|1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|1|1|1|-1|1|-1|-1|-1|-1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|1|1|-1|1|1|-1|1
1668|1990|Male|$25,001 - $50,000|Single (no kids)|Bachelor's Degree|0|0|-1|0|0|0|0|-1|0|-1|0|0|-1|1|-1|0|0|1|0|1|-1|0|0|0|0|-1|0|1|0|0|0|1|0|0|1|1|-1|1|-1|-1|0|0|0|0|0|1|0|0|1|1|0|0|0|0|1|1|-1|-1|-1|1|0|1|-1|1|1|0|0|-1|1|1|1|0|-1|-1|0|0|1|1|-1|-1|-1|1|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0|1|1|1|0
1680|1947|Male|over $150,000|Married (no kids)|Master's Degree|0|0|0|0|1|1|1|-1|0|0|-1|-1|-1|1|1|-1|-1|1|0|1|-1|1|1|1|-1|-1|-1|0|-1|1|-1|1|1|-1|0|0|0|0|0|0|0|0|0|0|1|0|-1|0|-1|-1|0|-1|1|1|-1|1|-1|0|1|1|-1|-1|0|0|-1|0|0|0|0|1|0|1|-1|0|1|-1|-1|-1|-1|0|-1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0
1681|1990|Male|over $150,000|Single (no kids)|Master's Degree|1|-1|-1|1|1|-1|1|1|1|1|-1|1|1|1|-1|1|1|1|1|-1|-1|1|0|0|0|0|1|-1|-1|-1|1|1|-1|1|1|-1|-1|1|-1|-1|1|0|0|0|0|0|0|0|1|-1|1|-1|1|1|1|1|-1|0|0|0|0|0|0|0|0|0|0|1|-1|1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|0|0|0|0|0|0|0|-1|1|1|-1|1|1|-1|0|0|0|1|-1|-1|1
1683|1993|Male|over $150,000|Single (no kids)|Current Undergraduate|0|0|0|0|-1|-1|1|0|0|0|1|-1|-1|1|1|1|1|-1|-1|-1|-1|0|0|0|0|0|-1|1|-1|-1|1|1|-1|1|1|1|1|1|1|1|1|1|1|-1|1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|1|1|-1|-1|1|1|1|-1|-1|-1|1|-1|-1|1|1|1|-1|-1|1|-1|1|-1|-1|1|-1|-1|1|1|1|-1|-1|1|1|-1|1|-1|1|-1
1684|1962|Male|$25,001 - $50,000|Married (w/kids)|Bachelor's Degree|0|0|-1|0|-1|-1|-1|-1|0|0|0|0|-1|0|1|1|-1|1|1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|1|1|1|1|1|1|1|1|1|1|-1|-1|-1|-1|1|-1|-1|1|-1|1|1|-1|1|0|1|1|-1|-1|1|1|-1|0|-1|0|0|-1|-1|1|1|0|0|1|1|-1|-1|-1|-1|1|0|-1|-1|1|1|-1|-1|-1|1|-1|-1|1|-1|1|-1|-1|1|1|1|1|-1|1|-1
1688|1960|Male|over $150,000|Married (no kids)|Bachelor's Degree|0|1|-1|1|-1|1|1|-1|1|-1|-1|-1|-1|1|1|1|1|1|-1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|1|-1|1|1|-1|1|1|1|1|1|1|-1|1|-1|1|-1|-1|-1|1|-1|-1|-1|1|1|-1|-1|1|-1|-1|-1|-1|1|1|1|1|-1|1|1|-1|-1|-1|1|1|1|1|1|1|1|-1|1|1|1|1|1|-1|1|1|-1|1|1|1|-1|1|1|-1|1
1689|1966|Female|over $150,000|Domestic Partners (no kids)|Associate's Degree|0|1|-1|1|-1|1|1|1|1|-1|1|-1|-1|1|1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|1|-1|1|1|-1|-1|1|1|-1|1|1|1|1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|0|1|-1|-1|1|-1|-1|1|-1|0|1|1|1|-1|-1|1|1|1|1|1|1|1|-1|1|-1|-1|-1|1|-1|1|1|1|-1|-1|1|-1|1|1|1|-1|1|-1|-1|1|1|-1|1|-1|-1|0
1691|1969|Male|$75,000 - $100,000|Married (w/kids)|Bachelor's Degree|-1|1|-1|1|-1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|1|1|1|1|1|1|-1|-1|-1|-1|1|1|1|1|-1|-1|1|1|1|-1|-1|1|1|-1|1|1|-1|-1|1|-1|-1|1|-1|1|1|-1|-1|1|1|1|-1|1|1|1|1|-1|-1|1|-1|1|-1|-1|-1|1|1|-1|-1|-1|1|1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|-1|-1|-1
1692|1990|Male|$25,001 - $50,000|Single (no kids)|Bachelor's Degree|0|1|-1|1|-1|1|1|-1|1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|1|0|-1|-1|0|0|0|0|0|0|0|0|0|1|1|1|-1|-1|0|0|-1|0|1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|0|0|0|1|-1|-1|1|-1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0
1693|1978|Female|$50,000 - $74,999|Single (no kids)|Bachelor's Degree|0|1|-1|1|-1|-1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|1|-1|-1|1|1|1|-1|-1|1|-1|1|-1|-1|1|-1|1|-1|-1|1|-1|-1|1|-1|-1|1|1|-1|0|0|-1|1|1|-1|-1|0|-1|0|-1|-1|1|1|1|-1|1|1|1|-1|1|1|1|-1|-1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|1|1|-1|1|1|-1|1|1|-1|1
1696|1987|Female|$100,001 - $150,000|Single (no kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|-1|-1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0
1702|1982|Male|$25,001 - $50,000|Single (no kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|1|-1|1|-1|1|-1|1|-1|1|-1|-1|1|1|-1|-1|-1|1|1|1|-1|-1|-1|-1|1|-1|1|-1|-1|1|-1|-1|-1|1|1|1|-1|1|1|0|-1|0|-1|-1|1|1|-1|1|-1|1|-1|1|1|1|-1|-1|-1|-1|1|-1|-1|0|-1|1|1|1|-1|1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|1
1706|1968|Male|$100,001 - $150,000|Married (w/kids)|Bachelor's Degree|-1|-1|-1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|1|0|0|0|0|0|0|0|0|-1|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1708|1995|Male|$25,001 - $50,000|Single (no kids)|Current K-12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|1|0|0|0|0|0|-1|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|-1|1|-1|1|0|-1|0|0|0|0|-1|-1|1|1|-1|-1|1|1|1|1|-1|-1|1|-1|-1|1|1|-1|1
1719|1984|Male|$25,001 - $50,000|Married (no kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|1|1|-1|1|1|1|1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|1|1|1|1|1|1|-1|1|1|1|1|-1|1|1|1|1|1|-1|-1|-1|-1|1|1|1|1|1|1|-1|-1|-1|1|1|-1|-1|1|-1|-1|1|-1|-1|1|1|1|-1|1|-1|1|-1|-1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|1
1723|1996|Male|$50,000 - $74,999|Married (w/kids)|Current K-12|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|-1|1|1|1|-1|0|1|0|-1|1|-1|1|0|0|0|0|0|-1|0|-1|0|0|0|0|0|0|1|0|1|0|-1|0|1|0|-1|1|1|-1|0|0|1|1|1|1|1|0|-1|0|0|1|0|0|0|1|0|0|-1|-1|-1|0|0|0|-1|1|-1|-1|1|0|0|1|0|0|1
1731|1964|Male|over $150,000|Married (w/kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|-1|1|1|1|-1|-1|1|1|1|-1|1|-1|0|0|1|0|0|1|0|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1734|1972|Female|$100,001 - $150,000|Married (w/kids)|Bachelor's Degree|0|-1|-1|1|-1|1|1|-1|1|-1|1|1|1|1|1|1|-1|1|-1|1|1|1|-1|-1|-1|1|1|1|1|1|-1|1|1|-1|1|1|-1|-1|-1|-1|1|-1|1|1|-1|1|-1|-1|-1|1|-1|1|1|-1|1|-1|-1|1|-1|-1|1|1|-1|1|1|-1|-1|1|1|-1|-1|1|-1|-1|1|1|1|1|-1|-1|-1|1|-1|-1|1|1|-1|-1|1|1|-1|1|-1|-1|-1|0|1|1|1|-1|1
1736|1978|Male|$50,000 - $74,999|Single (w/kids)|Master's Degree|0|-1|-1|-1|1|1|1|1|1|-1|-1|1|1|1|1|-1|1|1|-1|-1|1|1|-1|-1|-1|1|-1|-1|1|-1|1|1|1|-1|1|1|1|-1|1|-1|-1|1|1|1|1|-1|1|-1|1|-1|-1|-1|1|1|-1|-1|-1|1|1|-1|-1|1|-1|1|-1|-1|1|1|-1|1|-1|1|1|-1|-1|-1|-1|-1|1|1|1|-1|1|-1|1|-1|-1|1|1|-1|-1|1|1|-1|1|-1|-1|1|1|-1|1
1748|1978|Male|$50,000 - $74,999|Domestic Partners (no kids)|Current Undergraduate|0|0|0|0|1|1|1|-1|1|-1|0|1|-1|1|-1|-1|1|1|-1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-1|-1|1|1|1|1|1|1|-1|1|1|-1|-1|1|-1|-1|-1|-1|1|1|1|-1|1|1|-1|1|-1|1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|1|1|1|-1|1|-1|-1|1|1|-1|1|1|-1|1
1750|1951|Male|$100,001 - $150,000|Married (w/kids)|Bachelor's Degree|-1|0|-1|1|1|-1|-1|-1|1|-1|-1|-1|-1|1|1|1|1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|1|-1|-1|1|1|-1|-1|-1|1|1|1|1|1|0|1|1|1|1|-1|-1|-1|1|1|-1|0|1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|-1|1|-1|1|1|1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|0|0|0|-1|1|-1|-1|1|-1|0|1
1751|1995|Male|$25,001 - $50,000|Single (no kids)|Current Undergraduate|-1|-1|-1|-1|1|-1|1|-1|1|-1|1|1|1|1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|-1|-1|1|-1|1|-1|1|-1|1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|1|-1|-1|1|1|1|1|1|1|1|1|1|-1|1|1|1|-1|-1|-1|1|1|1|-1|-1|-1|1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|0|-1|-1|-1|1|1|1|-1|-1|1|-1|1|-1|1|-1|-1
1757|1999|Female|under $25,000|Single (no kids)|Current K-12|0|1|-1|-1|-1|1|1|1|-1|-1|1|-1|1|1|1|1|-1|1|-1|-1|1|-1|1|-1|-1|1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|-1|1|1|1|-1|-1|-1|1|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|1|1|1|1|-1|-1|1
1763|1952|Female|$100,001 - $150,000|Single (w/kids)|Bachelor's Degree|1|-1|-1|1|-1|1|1|-1|1|-1|-1|-1|-1|0|0|-1|1|-1|-1|-1|-1|-1|-1|1|1|-1|1|1|-1|-1|1|1|-1|-1|1|1|1|1|-1|1|1|1|-1|1|-1|1|-1|-1|1|1|-1|-1|1|1|1|1|1|-1|1|-1|1|-1|1|1|-1|1|-1|-1|1|1|-1|1|-1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|1|1|-1|1|1|1|-1|1|1|-1|1|-1|-1|1|1|-1|1
1766|1974|Male|$50,000 - $74,999|Married (w/kids)|High School Diploma|1|-1|-1|1|1|-1|-1|-1|1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1|1|-1|1|-1|1|-1|-1|1|-1|1|1|1|-1|1|-1|1|-1|-1|1|1|1|1|1|-1|-1|1|1|-1|-1|1|1|-1|1|-1|1|1|1|1|-1|1|-1|-1|-1|-1|1|1|0|1|1|1|1|1|1|1|-1|-1|-1|1|1|1|-1|-1|-1|1|1|1|-1|1|1|1|-1|-1|1|1|1|1|1|-1|1
1767|1997|Male|under $25,000|Single (no kids)|Current K-12|-1|-1|-1|-1|1|1|1|1|-1|-1|1|1|1|1|1|1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|1|1|-1|-1|1|1|-1|1|-1|-1|1|-1|1|1|1|1|-1|-1|1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|-1|1|-1|-1|1|1|-1|-1|-1|-1|-1|1|1|1|1|-1|-1|-1|1|1|1|1|1|1
1776|1993|Male|$100,001 - $150,000|Single (no kids)|Doctoral Degree|1|1|0|0|0|0|0|-1|-1|-1|1|-1|1|1|1|1|1|0|-1|-1|0|1|1|0|0|0|-1|-1|0|0|0|0|0|0|0|0|1|0|0|1|0|1|1|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|1|-1|-1|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0
1782|1957|Male|over $150,000|Married (w/kids)|Doctoral Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|1|-1|1|-1|-1|1|-1|1|-1|1|1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|-1|-1|0|0|-1|1|0|0|1|1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|-1|0
1790|1973|Male|$75,000 - $100,000|Single (w/kids)|Bachelor's Degree|-1|1|1|1|-1|-1|1|-1|1|-1|1|1|-1|-1|1|-1|1|-1|-1|1|-1|1|-1|1|-1|1|1|-1|-1|-1|-1|1|-1|1|1|1|1|1|-1|1|-1|-1|1|-1|-1|1|1|-1|-1|1|-1|1|1|-1|-1|-1|-1|1|1|-1|-1|-1|1|1|-1|-1|1|-1|1|1|-1|1|1|-1|1|-1|-1|-1|1|1|1|-1|-1|1|1|1|-1|1|1|1|1|1|-1|-1|1|1|-1|1|-1|-1|1
1812|1964|Male|over $150,000|Married (w/kids)|Master's Degree|-1|1|-1|1|-1|1|1|-1|1|-1|1|1|1|1|1|-1|-1|1|1|-1|-1|1|-1|1|-1|-1|-1|1|-1|-1|1|1|-1|-1|-1|1|1|1|-1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|1|1|1|-1|-1|1|-1|-1|1|1|1|1|1|1|1|1|-1|-1|1|1|-1|-1|1|-1|-1|-1|1|-1|-1|1|1|-1|1|-1|-1|1|1|1|1|-1|-1|1
1816|1966|Female|$50,000 - $74,999|Single (w/kids)|Master's Degree|1|-1|-1|-1|1|-1|1|-1|1|1|-1|1|-1|0|0|1|-1|-1|-1|-1|1|-1|1|1|1|1|-1|1|-1|-1|1|1|-1|1|1|1|1|1|-1|-1|-1|-1|-1|0|-1|1|1|-1|1|-1|1|-1|-1|-1|1|1|-1|1|1|1|-1|1|1|-1|-1|-1|-1|0|1|-1|1|-1|-1|-1|-1|-1|1|0|-1|0|0|0|-1|-1|-1|-1|-1|1|1|1|-1|1|-1|-1|1|1|-1|1|-1|1|1
1819|1986|Male|$25,001 - $50,000|Single (no kids)|Associate's Degree|-1|1|-1|1|-1|-1|1|-1|1|-1|-1|-1|-1|1|1|-1|-1|1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|-1|1|1|-1|1|-1|1|-1|1|1|1|-1|-1|-1|-1|-1|1|-1|1|1|1|1|-1|1|0|-1|1|-1|-1|-1|-1|-1|0|-1|1|-1|-1|-1|1|1|1|1|1|-1|-1|-1|-1|1|1|-1|-1|-1|1|-1|1|-1|0|1|-1|-1|1|-1|1|-1|-1|1|1|-1|1|-1|1|0
1824|1979|Male|$75,000 - $100,000|Married (w/kids)|Bachelor's Degree|-1|1|-1|1|-1|-1|-1|1|1|-1|-1|-1|-1|1|1|-1|-1|1|1|-1|-1|-1|-1|1|1|-1|-1|1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|1|-1|1|-1|1|-1|-1|-1|-1|1|-1|-1|1|1|1|-1|-1|1|-1|1|1|-1|-1|1|-1|-1|-1|-1|1|1|1|1|1|1|1|-1|-1|-1|1|-1|-1|-1|1|-1|1|-1|-1|-1|-1|1|1|1|-1|-1|-1|-1|1|1|-1|1|-1|1|1
1831|1946|Male|over $150,000|Married (w/kids)|Bachelor's Degree|0|0|-1|-1|1|1|1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|1|-1|1|-1|1|-1|1|1|1|-1|1|-1|-1|1|1|1|1|-1|1|-1|1|1|-1|1|-1|1|-1|1|1|-1|-1|1|1|-1|1|1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|1|1|-1|1|1|1|1|-1|-1|1|1|-1|-1|-1|-1|1|-1|-1|-1|1|-1|-1|1|-1|1|1|1|-1|-1|1|1|-1|1|-1|-1|1
1841|1955|Male|$50,000 - $74,999|Single (no kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|0|-1|1|1|0|1|-1|1|1|-1|-1|1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|-1|0|1|-1|-1|-1|-1|0|0|1|1|-1|0|-1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1857|1985|Female|$50,000 - $74,999|Single (no kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|1|-1|1|0|-1|-1|1|1|1|0|1|1|1|0|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|1|1|-1|1|1|1|-1
1858|1969|Male|over $150,000|Married (w/kids)|High School Diploma|-1|1|-1|1|-1|1|1|-1|1|-1|-1|1|-1|1|-1|-1|0|1|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|-1|-1|1|-1|-1|0|0|0|0|0|0|0|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|-1|1|0|0|0|0|-1|1|-1|1|-1
1860|1969|Female|$25,001 - $50,000|Married (w/kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|1|1|-1|1|-1|-1|1|1|1|-1|0|0|0|0|0|-1|0|1|-1|-1|-1|-1|1|1|1|1|1|1|-1|-1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
1873|1948|Male|$75,000 - $100,000|Single (no kids)|Master's Degree|-1|1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|-1|1|1|1|1|-1|-1|-1|-1|1|-1|1|1|-1|-1|0|1|-1|1|1|1|1|1|-1|1|1|-1|1|1|1|-1|1|-1|1|-1|-1|-1|1|-1|-1|1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|1|-1|-1|1|1|1|1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|1|1|1|1|1|-1|1|1|-1|-1|1|1|-1|1|-1|-1|-1
1876|1999|Female|under $25,000|Single (no kids)|Current K-12|0|0|-1|0|-1|-1|1|0|-1|-1|0|0|0|0|0|0|0|0|0|1|0|-1|0|0|1|1|0|0|0|0|0|0|0|0|-1|1|1|1|1|1|0|1|-1|0|-1|0|0|-1|0|0|0|-1|1|-1|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|-1|1|0|0|1|-1|0|0|1|0|1|1|-1|-1|0
1878|1995|Male|over $150,000|Married (w/kids)|High School Diploma|0|1|-1|-1|-1|-1|1|1|1|1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|1|-1|1|-1|1|1|1|-1|1|1|1|-1|1|1|1|-1|1|-1|-1|-1|1|1|1|-1|-1|-1|-1|1|-1|-1|-1|1|1|-1|-1|1|1|1|1|-1|1|1|-1|-1|-1|-1|1|1|1|1|-1|-1|1|-1|-1|1|1|1|1|-1|-1|-1|-1|-1|1|-1|-1|1|1|1|-1|-1|-1|-1|1|-1|1|-1|-1|1
1882|1991|Male|under $25,000|Single (no kids)|Current Undergraduate|-1|0|-1|-1|1|-1|1|-1|1|-1|-1|1|-1|1|1|-1|1|1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|0|1|-1|1|1|1|1|1|1|1|-1|1|-1|1|-1|1|-1|1|-1|-1|1|1|-1|1|1|1|-1|1|-1|-1|1|-1|-1|1|-1|1|1|-1|-1|-1|1|1|1|-1|-1|-1|1|1|1|1|-1|-1|-1|1|1|-1|1|-1|1|-1|-1|1|-1|1|-1|-1|1|1|-1|1|1|-1|-1
1884|1981|Male|$100,001 - $150,000|Married (no kids)|Bachelor's Degree|-1|1|-1|1|0|-1|1|-1|1|-1|0|1|0|0|0|-1|-1|1|0|1|-1|0|-1|0|0|0|0|0|0|0|0|0|1|-1|1|0|1|1|1|1|-1|0|0|1|0|1|0|-1|-1|1|-1|0|0|0|0|0|0|0|1|-1|-1|0|-1|-1|1|-1|1|-1|1|-1|-1|1|-1|0|0|0|0|1|0|0|0|0|0|1|0|0|0|1|0|0|0|1|-1|0|1|1|1|1|1|-1|0
1890|1973|Male|over $150,000|Single (w/kids)|Bachelor's Degree|0|-1|-1|1|-1|1|1|-1|-1|-1|1|-1|-1|1|-1|-1|1|1|-1|-1|-1|1|-1|1|-1|1|-1|1|1|-1|1|0|1|-1|-1|1|-1|1|-1|1|1|0|-1|1|-1|-1|1|-1|1|1|-1|1|1|1|-1|1|-1|-1|-1|-1|1|1|-1|1|-1|-1|-1|1|1|1|1|1|-1|-1|1|1|-1|1|-1|-1|1|-1|-1|-1|-1|1|-1|1|-1|1|-1|1|-1|-1|1|1|-1|1|-1|-1|1
1905|1992|Male|over $150,000|Single (no kids)|Current Undergraduate|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
1906|1977|Male|over $150,000|Married (w/kids)|Doctoral Degree|0|1|-1|1|0|0|0|-1|1|-1|1|-1|0|0|0|-1|-1|1|-1|1|-1|-1|-1|1|1|-1|-1|1|1|-1|1|1|1|-1|-1|-1|-1|1|1|1|1|1|1|-1|-1|-1|-1|-1|-1|1|-1|1|1|1|-1|1|1|-1|1|-1|-1|-1|-1|1|-1|-1|-1|0|1|1|-1|1|-1|-1|-1|1|1|1|-1|-1|-1|1|1|-1|1|1|-1|1|-1|1|-1|1|-1|-1|1|1|1|1|-1|-1|1
1913|1968|Male|$75,000 - $100,000|Married (w/kids)|Associate's Degree|0|0|0|0|1|1|1|-1|-1|-1|-1|1|-1|1|1|1|1|1|1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|-1|-1|-1|-1|-1|1|-1|1|-1|1|-1|-1|1|1|1|1|-1|-1|-1|1|-1|1|1|-1|-1|1|-1|1|1|-1|-1|1|1|-1|-1|1|1|-1|1|-1|-1|1
1918|1983|Male|$50,000 - $74,999|Married (w/kids)|Bachelor's Degree|-1|1|-1|1|-1|-1|1|-1|1|-1|1|1|1|1|1|-1|1|-1|1|-1|-1|-1|-1|1|1|-1|-1|1|-1|-1|1|1|1|1|1|1|-1|1|1|1|1|1|-1|1|1|-1|1|-1|1|-1|-1|-1|1|1|1|1|-1|-1|1|-1|-1|1|-1|-1|1|-1|1|1|1|1|1|1|1|1|-1|-1|-1|-1|0|0|-1|-1|-1|1|-1|-1|-1|1|-1|1|1|1|-1|-1|1|1|-1|1|-1|-1|1
