USER_ID|YOB|Gender|Income|HouseholdStatus|EducationLevel|Q124742|Q124122|Q123464|Q123621|Q122769|Q122770|Q122771|Q122120|Q121699|Q121700|Q120978|Q121011|Q120379|Q120650|Q120472|Q120194|Q120012|Q120014|Q119334|Q119851|Q119650|Q118892|Q118117|Q118232|Q118233|Q118237|Q117186|Q117193|Q116797|Q116881|Q116953|Q116601|Q116441|Q116448|Q116197|Q115602|Q115777|Q115610|Q115611|Q115899|Q115390|Q114961|Q114748|Q115195|Q114517|Q114386|Q113992|Q114152|Q113583|Q113584|Q113181|Q112478|Q112512|Q112270|Q111848|Q111580|Q111220|Q110740|Q109367|Q108950|Q109244|Q108855|Q108617|Q108856|Q108754|Q108342|Q108343|Q107869|Q107491|Q106993|Q106997|Q106272|Q106388|Q106389|Q106042|Q105840|Q105655|Q104996|Q103293|Q102906|Q102674|Q102687|Q102289|Q102089|Q101162|Q101163|Q101596|Q100689|Q100680|Q100562|Q99982|Q100010|Q99716|Q99581|Q99480|Q98869|Q98578|Q98059|Q98078|Q98197|Q96024|Party
1993|1970|Male|$50,000 - $74,999|Single (no kids)|Bachelor's Degree|0|0|-1|1|-1|-1|1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|0|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|0|1|-1|1|1|1|1|1|-1|1|1|-1|1|1|0|-1|-1|-1|1|-1|-1|-1|1|1|-1|-1|1|1|1|0|0|0|-1|0|-1|-1|-1|1|1|1|1|-1|1|1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|0|1|-1|-1|1|0|-1|1|-1|-1|1|Democrat
1994|1975|Female|$75,000 - $100,000|Married (w/kids)|Associate's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|1|1|-1|1|-1|1|1|-1|-1|-1|-1|1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Democrat
1996|1950|Male|over $150,000|Married (w/kids)|Doctoral Degree|-1|-1|-1|1|1|1|1|1|1|-1|-1|1|1|1|-1|1|1|1|0|0|0|0|-1|1|-1|-1|-1|-1|1|1|-1|1|1|-1|-1|1|1|1|1|1|1|-1|-1|-1|-1|0|-1|1|1|-1|-1|1|1|-1|1|1|1|-1|1|1|-1|0|-1|0|-1|-1|1|-1|1|1|1|0|0|0|0|0|0|1|1|-1|1|1|-1|-1|-1|-1|-1|1|0|1|-1|-1|-1|-1|1|1|-1|1|-1|-1|1|Democrat
1997|1972|Female|$50,000 - $74,999|Married (w/kids)|Master's Degree|0|1|-1|0|-1|1|1|1|1|-1|1|1|0|0|0|0|0|0|1|0|-1|-1|1|-1|1|1|0|0|1|-1|1|1|1|-1|-1|1|-1|1|-1|1|-1|-1|1|1|1|1|-1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|1|-1|1|1|1|-1|1|-1|-1|1|0|1|1|1|1|0|Democrat
1998|1980|Male|$50,000 - $74,999|Married (w/kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|1|-1|-1|1|-1|1|-1|0|0|-1|1|-1|-1|1|1|-1|-1|-1|1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|1|1|0|0|0|-1|1|-1|-1|-1|1|-1|1|Republican
2000|1989|Male|$25,001 - $50,000|Married (no kids)|Bachelor's Degree|-1|1|-1|1|-1|-1|1|-1|1|-1|1|1|-1|1|1|1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|1|-1|1|-1|1|-1|-1|1|1|1|-1|-1|1|1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|1|1|1|-1|1|-1|-1|1|-1|-1|1|-1|1|1|1|1|1|1|1|-1|-1|-1|1|-1|-1|1|1|1|1|1|-1|-1|1|1|-1|1|-1|-1|-1|-1|1|1|-1|1|-1|1|-1|Republican
2001|1967|Male|over $150,000|Married (w/kids)|Master's Degree|0|-1|-1|1|1|-1|-1|0|1|-1|1|-1|1|1|0|-1|0|0|1|0|0|-1|1|0|0|0|0|0|-1|-1|1|1|0|0|-1|1|-1|-1|-1|1|1|0|1|1|-1|-1|-1|-1|-1|-1|-1|-1|1|1|1|1|0|-1|-1|0|0|-1|-1|1|-1|-1|-1|1|1|1|1|1|-1|1|1|1|-1|-1|-1|1|-1|1|-1|-1|0|-1|-1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|1|-1|1|Democrat
2003|1960|Female|$25,001 - $50,000|Single (no kids)|Associate's Degree|-1|1|-1|-1|1|1|1|1|1|-1|-1|1|-1|1|1|-1|-1|-1|1|-1|-1|1|-1|1|-1|-1|-1|1|1|-1|1|1|-1|-1|1|1|-1|1|-1|-1|1|1|-1|1|-1|-1|-1|-1|1|1|1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|1|1|1|1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|1|1|0|0|0|1|-1|0|1|1|-1|1|1|Democrat
2004|1938|Male|$75,000 - $100,000|Married (no kids)|High School Diploma|-1|-1|-1|-1|-1|1|1|-1|1|-1|-1|1|-1|1|1|-1|-1|-1|-1|1|-1|1|-1|1|-1|-1|1|-1|1|-1|-1|1|-1|-1|1|-1|1|1|1|-1|-1|-1|-1|1|-1|1|1|-1|1|-1|-1|-1|1|1|-1|1|-1|1|1|1|-1|1|-1|-1|1|-1|-1|1|1|-1|1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|1|1|1|-1|-1|-1|1|-1|1|-1|-1|-1|1|-1|-1|1|Democrat
2005|1994|Male|under $25,000|Single (no kids)|High School Diploma|-1|1|0|0|1|-1|1|0|1|1|-1|-1|-1|1|1|1|1|0|-1|-1|0|0|1|0|-1|1|1|-1|0|0|0|1|-1|-1|0|1|-1|1|-1|0|0|1|0|0|-1|1|-1|-1|1|1|0|1|1|0|-1|-1|0|1|-1|-1|-1|-1|1|1|-1|1|-1|0|0|1|1|0|0|-1|-1|0|-1|-1|1|-1|-1|-1|-1|1|1|1|1|-1|1|-1|1|-1|-1|-1|-1|-1|0|1|0|0|1|Democrat
2006|1978|Male|$50,000 - $74,999|Married (w/kids)|Doctoral Degree|0|0|0|0|1|-1|1|-1|-1|-1|-1|1|1|1|1|-1|-1|1|-1|-1|-1|1|-1|-1|-1|1|-1|1|1|-1|1|1|-1|-1|-1|1|1|1|-1|1|-1|1|1|-1|-1|1|1|1|1|-1|1|1|1|-1|-1|1|1|1|1|-1|-1|-1|-1|1|1|-1|1|1|1|1|1|-1|1|-1|-1|-1|-1|1|-1|-1|1|-1|1|-1|-1|-1|1|1|1|1|1|1|-1|-1|1|1|-1|1|-1|1|-1|Democrat
2007|1970|Male|$100,001 - $150,000|Married (w/kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|1|-1|-1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Democrat
2008|1965|Female|$75,000 - $100,000|Married (w/kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|1|1|0|-1|-1|-1|1|-1|1|1|1|1|1|-1|-1|1|-1|-1|1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|-1|-1|-1|1|1|-1|1|1|1|1|-1|1|1|1|1|-1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|-1|1|Democrat
2009|1972|Female|over $150,000|Married (w/kids)|Bachelor's Degree|0|-1|-1|1|-1|-1|1|-1|1|-1|1|1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|1|1|-1|1|1|1|-1|1|1|1|1|1|-1|1|-1|1|1|-1|1|-1|1|-1|1|-1|-1|-1|1|1|1|1|-1|-1|1|-1|1|1|-1|1|0|0|0|0|1|1|1|1|1|-1|0|0|0|0|0|0|0|-1|1|1|1|-1|-1|1|1|-1|0|1|1|-1|1|-1|-1|1|1|-1|1|1|1|1|Republican
2010|1971|Male|$25,001 - $50,000|Domestic Partners (no kids)|High School Diploma|0|-1|-1|1|-1|-1|1|-1|1|-1|1|-1|-1|-1|1|-1|0|0|0|0|0|0|-1|1|1|-1|-1|-1|-1|-1|-1|1|0|0|0|1|0|0|-1|1|1|1|1|1|-1|-1|0|0|0|0|0|1|1|-1|-1|-1|-1|-1|1|0|0|0|0|0|0|1|-1|1|1|-1|-1|1|-1|0|-1|1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|-1|1|-1|-1|1|-1|-1|0|Democrat
2011|1985|Male|$75,000 - $100,000|Married (no kids)|Master's Degree|1|1|-1|1|-1|-1|1|-1|1|-1|-1|1|1|1|1|1|-1|0|1|1|-1|1|-1|1|-1|-1|-1|1|-1|0|0|1|-1|-1|-1|1|-1|1|-1|-1|-1|1|1|1|-1|0|-1|0|1|1|-1|1|1|1|1|1|-1|1|1|1|0|0|-1|0|0|1|-1|-1|1|-1|0|1|-1|1|-1|-1|-1|-1|1|-1|1|-1|1|1|-1|0|1|1|1|1|1|-1|-1|1|1|1|-1|1|1|0|1|Democrat
2012|1944|Male|$75,000 - $100,000|Single (w/kids)|Associate's Degree|-1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|-1|1|1|-1|1|1|-1|1|-1|1|1|-1|-1|-1|1|1|1|-1|-1|1|1|-1|0|1|-1|1|1|1|-1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|1|1|-1|-1|-1|-1|1|1|1|-1|-1|-1|1|-1|-1|-1|1|1|1|-1|1|-1|-1|1|1|-1|1|-1|-1|-1|1|1|-1|-1|1|1|1|1|-1|-1|1|1|1|1|-1|-1|1|-1|-1|1|Democrat
2013|1993|Male|$25,001 - $50,000|Single (no kids)|Current Undergraduate|-1|-1|-1|-1|1|-1|-1|-1|1|-1|1|-1|1|1|0|1|-1|1|1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|1|-1|1|1|-1|1|1|-1|0|1|1|-1|1|-1|-1|0|0|0|-1|-1|1|-1|0|1|1|-1|-1|-1|1|-1|1|-1|1|1|-1|-1|-1|1|1|-1|1|-1|1|1|-1|-1|-1|1|-1|1|1|1|1|1|-1|-1|-1|1|1|-1|1|1|1|1|1|-1|1|-1|0|1|Republican
2015|1995|Male|$50,000 - $74,999|Single (no kids)|High School Diploma|0|-1|-1|-1|-1|1|1|-1|1|1|-1|1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|-1|-1|1|0|0|-1|-1|-1|-1|-1|1|1|1|-1|1|1|1|1|1|1|-1|-1|-1|1|-1|1|1|-1|-1|1|-1|1|1|-1|1|1|-1|-1|1|1|1|-1|1|-1|1|1|1|-1|-1|-1|1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|1|1|-1|-1|1|1|1|1|-1|-1|1|1|1|1|1|-1|1|Democrat
2016|1962|Female|over $150,000|Single (no kids)|Master's Degree|-1|-1|1|1|-1|1|1|-1|1|-1|-1|-1|-1|1|1|1|-1|1|-1|-1|-1|1|-1|1|-1|-1|-1|1|1|-1|-1|1|-1|-1|-1|1|1|1|-1|1|1|1|1|-1|1|-1|-1|-1|-1|1|-1|1|1|-1|1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|1|0|1|1|-1|1|1|-1|0|1|-1|1|1|1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|1|1|1|-1|1|1|-1|1|1|-1|1|Republican
2017|1994|Female|under $25,000|Single (no kids)|Current Undergraduate|-1|1|-1|-1|-1|-1|1|-1|1|1|1|-1|1|1|1|-1|-1|1|-1|1|1|1|-1|1|-1|1|1|1|1|1|1|1|-1|1|1|1|1|1|-1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|1|1|1|1|1|-1|-1|1|-1|1|1|-1|-1|1|1|1|1|1|-1|-1|1|-1|-1|1|-1|-1|-1|Democrat
2018|1984|Female|$75,000 - $100,000|Married (w/kids)|Bachelor's Degree|0|0|0|0|-1|-1|1|1|-1|-1|-1|1|0|0|0|0|0|0|-1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|1|-1|-1|0|1|-1|1|0|0|0|0|0|0|0|0|-1|1|-1|1|-1|Republican
2019|1995|Male|under $25,000|Single (no kids)|Current Undergraduate|0|1|0|0|-1|-1|1|1|1|-1|0|0|0|0|0|0|0|0|-1|0|-1|1|1|1|-1|1|1|1|0|0|0|1|-1|1|1|1|1|1|-1|-1|0|1|1|-1|1|0|-1|1|1|-1|-1|1|1|1|1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|1|-1|1|0|1|1|1|-1|1|-1|-1|1|1|0|-1|-1|-1|-1|1|1|1|-1|1|1|1|-1|1|0|-1|1|1|-1|1|1|-1|-1|Democrat
2020|1943|Male|$50,000 - $74,999|Married (no kids)|Master's Degree|-1|-1|-1|-1|-1|1|1|-1|1|-1|-1|-1|1|1|1|1|-1|1|1|1|-1|1|-1|1|1|-1|-1|1|1|1|1|1|-1|-1|-1|1|1|1|1|1|1|-1|1|-1|-1|1|-1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|1|1|1|1|-1|-1|1|-1|-1|1|-1|-1|-1|1|-1|-1|1|-1|1|1|-1|-1|-1|-1|-1|-1|1|1|1|1|-1|1|-1|Democrat
2021|1974|Female|$100,001 - $150,000|Married (w/kids)|High School Diploma|-1|-1|-1|1|-1|-1|1|-1|1|-1|1|-1|1|1|1|1|-1|-1|-1|-1|0|-1|-1|1|-1|1|-1|-1|-1|0|1|1|1|-1|-1|1|-1|1|-1|-1|0|1|-1|1|-1|-1|-1|-1|0|1|-1|1|-1|1|1|1|-1|-1|1|-1|-1|1|-1|-1|1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|-1|1|1|1|-1|-1|-1|-1|1|1|1|-1|-1|-1|Democrat
2022|1982|Female|over $150,000|Married (w/kids)|Bachelor's Degree|0|1|-1|-1|-1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|-1|-1|-1|-1|1|-1|0|1|1|-1|-1|1|1|1|-1|-1|1|0|0|1|0|0|0|0|1|1|0|0|0|1|1|1|0|-1|-1|-1|0|1|-1|1|-1|1|-1|1|1|1|-1|1|-1|-1|-1|1|1|1|0|-1|1|1|-1|-1|1|-1|-1|-1|1|1|-1|1|-1|-1|1|1|1|1|-1|1|0|Republican
2023|1950|Male|$50,000 - $74,999|Married (w/kids)|Bachelor's Degree|0|0|-1|-1|-1|1|1|-1|-1|-1|-1|-1|1|1|1|-1|-1|1|1|-1|1|1|-1|-1|-1|-1|-1|1|-1|1|1|1|-1|-1|-1|1|1|1|1|-1|0|0|0|0|1|0|-1|1|-1|-1|1|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|1|1|1|1|-1|-1|0|0|0|-1|-1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|Republican
2024|1985|Female|$25,001 - $50,000|Single (no kids)|Bachelor's Degree|0|1|-1|1|-1|-1|1|-1|1|1|1|1|1|1|-1|1|1|-1|1|-1|-1|-1|1|-1|-1|1|-1|1|1|-1|1|1|-1|1|1|1|1|1|-1|1|-1|1|-1|1|1|1|-1|-1|1|-1|-1|-1|-1|-1|1|-1|-1|-1|0|-1|0|1|-1|-1|-1|-1|1|1|1|1|1|1|1|-1|1|1|-1|-1|-1|1|1|-1|1|1|-1|-1|1|1|1|1|-1|1|1|-1|1|1|-1|1|1|1|0|Democrat
2025|1967|Female|$100,001 - $150,000|Married (w/kids)|Master's Degree|0|-1|-1|1|-1|1|1|1|-1|-1|1|-1|1|1|-1|1|1|1|1|-1|-1|1|0|-1|-1|-1|-1|1|1|-1|1|-1|-1|-1|-1|1|-1|1|1|-1|1|-1|-1|1|-1|-1|-1|-1|1|1|-1|-1|1|1|1|1|-1|-1|1|1|1|1|-1|1|-1|1|1|1|1|0|0|1|-1|-1|-1|1|-1|1|0|-1|1|-1|-1|-1|-1|1|-1|1|1|-1|-1|1|-1|-1|1|1|-1|1|1|-1|-1|Republican
2026|1979|Female|under $25,000|Single (no kids)|High School Diploma|0|-1|-1|-1|-1|-1|1|1|1|-1|1|1|-1|1|1|0|1|-1|-1|-1|-1|1|1|0|0|-1|0|0|-1|0|1|1|-1|0|1|1|-1|1|-1|1|1|1|-1|0|1|0|1|-1|1|1|0|1|1|-1|-1|1|-1|1|1|-1|-1|-1|-1|1|-1|1|1|-1|1|-1|-1|-1|-1|-1|-1|1|1|-1|-1|0|1|-1|-1|1|0|0|0|1|1|-1|-1|1|-1|-1|-1|0|-1|1|-1|0|-1|Republican
2027|1980|Male|$25,001 - $50,000|Single (w/kids)|Bachelor's Degree|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|1|1|1|-1|-1|1|-1|1|-1|1|-1|0|-1|1|-1|-1|1|-1|1|0|-1|1|1|1|-1|1|-1|-1|1|1|-1|1|-1|-1|1|-1|-1|1|1|1|1|1|1|-1|-1|-1|1|-1|0|1|-1|-1|-1|-1|1|-1|1|-1|1|1|-1|1|1|1|-1|-1|1|-1|1|-1|-1|-1|1|1|-1|1|-1|1|1|1|-1|-1|1|1|1|1|-1|1|1|Democrat
2029|1976|Male|$75,000 - $100,000|Married (w/kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|1|-1|-1|-1|1|0|1|1|0|0|0|0|1|0|1|1|0|-1|-1|1|-1|0|-1|0|0|0|0|0|-1|-1|-1|1|1|-1|-1|0|-1|0|1|-1|1|-1|-1|1|0|0|1|1|1|-1|-1|-1|-1|-1|1|1|-1|1|1|1|-1|-1|-1|-1|1|-1|-1|1|1|-1|-1|1|1|1|1|1|1|1|Republican
2030|1970|Male|$100,001 - $150,000|Married (w/kids)|Bachelor's Degree|-1|-1|-1|1|-1|1|1|-1|1|-1|1|-1|-1|1|1|-1|1|1|-1|1|1|-1|-1|1|-1|1|-1|-1|-1|-1|1|1|-1|1|1|1|1|1|0|1|-1|1|1|-1|1|-1|1|-1|-1|-1|1|1|1|-1|1|1|-1|-1|1|1|-1|1|-1|1|-1|1|1|1|1|1|-1|1|-1|-1|1|-1|1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|1|1|1|-1|1|-1|-1|1|1|-1|1|1|1|1|Republican
2032|1979|Male|$50,000 - $74,999|Single (no kids)|Bachelor's Degree|1|-1|-1|1|1|1|1|-1|1|1|1|1|0|1|-1|1|-1|1|1|-1|1|1|-1|0|0|1|-1|1|1|1|0|-1|-1|1|1|-1|0|1|-1|1|-1|0|1|1|-1|0|1|0|0|0|-1|-1|1|1|-1|1|1|1|0|-1|0|-1|0|1|0|0|0|-1|0|1|1|-1|-1|-1|0|0|1|1|0|0|0|0|0|1|0|0|0|-1|-1|0|-1|1|0|0|0|0|1|0|0|0|0|Democrat
2033|1981|Male|$100,001 - $150,000|Single (no kids)|Doctoral Degree|0|0|-1|0|0|1|1|0|1|0|1|-1|1|1|-1|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|1|0|0|-1|0|0|0|0|0|0|0|0|0|1|1|-1|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|1|0|0|0|0|Democrat
2035|1968|Female|$75,000 - $100,000|Married (w/kids)|Master's Degree|0|0|-1|0|-1|-1|0|0|0|0|0|0|1|1|1|0|0|0|0|1|-1|1|1|1|-1|-1|0|1|-1|0|1|0|-1|0|0|1|0|1|1|0|0|0|1|1|-1|-1|-1|0|-1|-1|0|0|0|0|0|0|-1|0|-1|0|-1|0|-1|0|-1|1|-1|1|0|0|0|0|0|0|0|0|0|1|0|1|-1|1|0|-1|0|0|-1|0|-1|1|0|0|0|0|0|0|0|1|1|0|0|Republican
2038|1958|Female|over $150,000|Domestic Partners (no kids)|Bachelor's Degree|0|0|0|1|0|1|1|-1|1|-1|0|1|0|0|0|-1|1|0|1|-1|-1|0|0|0|0|0|0|1|0|0|1|0|-1|-1|0|0|0|0|-1|0|0|1|-1|0|0|0|0|0|0|0|-1|0|0|0|1|0|0|0|-1|0|1|0|0|0|0|0|-1|0|1|0|0|0|0|0|-1|0|1|0|1|0|0|0|0|-1|1|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0|1|Democrat
2039|1972|Male|over $150,000|Married (w/kids)|Bachelor's Degree|1|1|-1|1|-1|-1|1|1|-1|-1|-1|-1|-1|1|1|-1|-1|1|1|1|-1|-1|1|-1|-1|1|1|1|1|-1|-1|1|1|1|-1|1|1|1|1|1|1|-1|1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|1|-1|-1|1|-1|1|1|-1|1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|-1|-1|-1|-1|1|1|1|1|1|-1|1|1|1|1|1|-1|1|1|Democrat
2044|1989|Male|over $150,000|Single (no kids)|Current Undergraduate|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|-1|1|-1|1|0|0|-1|0|-1|-1|-1|-1|1|1|0|0|0|1|1|1|-1|0|0|-1|-1|0|-1|1|1|-1|1|-1|1|1|1|-1|1|-1|-1|1|-1|-1|-1|1|-1|1|-1|-1|1|0|1|1|1|0|0|0|-1|-1|1|-1|0|-1|1|-1|1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|1|1|-1|1|-1|1|1|Republican
2045|1991|Female|under $25,000|Single (no kids)|Bachelor's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|-1|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|Democrat
2046|1994|Male|$75,000 - $100,000|Single (no kids)|Current Undergraduate|-1|-1|-1|-1|-1|-1|1|1|-1|-1|1|1|1|1|1|-1|-1|1|1|-1|-1|1|1|1|-1|-1|-1|1|-1|1|1|1|-1|-1|1|1|-1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|1|-1|1|1|1|1|-1|1|-1|-1|-1|1|-1|1|-1|-1|-1|1|1|1|1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|-1|1|1|1|-1|-1|-1|-1|1|1|1|-1|-1|1|1|-1|1|-1|1|1|Republican
2047|1944|Male|$100,001 - $150,000|Married (w/kids)|Doctoral Degree|0|1|-1|1|-1|-1|1|-1|-1|-1|0|0|0|0|0|0|0|0|1|0|0|1|-1|1|-1|-1|-1|-1|-1|-1|1|1|1|1|1|-1|-1|1|1|1|1|-1|-1|1|1|1|-1|1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|-1|1|0|-1|0|0|-1|-1|1|1|1|1|-1|-1|1|1|-1|-1|0|-1|-1|-1|1|1|-1|-1|1|-1|1|-1|1|-1|1|-1|1|1|1|-1|-1|1|-1|-1|Democrat
2048|1955|Male|over $150,000|Married (w/kids)|Master's Degree|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|-1|1|-1|-1|-1|-1|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|1|-1|0|0|1|-1|0|0|0|0|Republican
2049|1997|Male|over $150,000|Single (no kids)|Current K-12|0|1|-1|-1|-1|-1|-1|1|-1|-1|-1|-1|-1|1|1|-1|1|-1|-1|-1|-1|-1|1|1|-1|1|1|1|-1|-1|1|-1|-1|1|-1|1|1|1|-1|-1|-1|1|-1|-1|1|-1|-1|-1|-1|1|1|-1|1|1|1|-1|1|1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|1|1|-1|1|-1|1|0|1|1|1|1|0|0|0|0|0|0|0|1|1|-1|1|1|1|0|0|1|0|-1|1|1|-1|1|Republican
2050|1960|Male|over $150,000|Married (w/kids)|Bachelor's Degree|0|1|-1|1|1|-1|1|-1|-1|-1|-1|-1|1|1|1|-1|1|1|-1|-1|-1|1|-1|1|-1|-1|1|-1|-1|-1|1|1|-1|1|1|1|1|-1|-1|-1|1|-1|1|-1|1|-1|-1|-1|-1|-1|-1|-1|1|-1|1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|1|1|-1|1|1|-1|1|1|1|-1|1|1|-1|1|-1|1|-1|-1|-1|-1|-1|1|1|1|-1|1|1|-1|1|1|1|-1|1|-1|-1|1|Democrat
2051|1989|Male|under $25,000|Single (no kids)|Bachelor's Degree|-1|-1|-1|-1|1|-1|1|-1|1|-1|0|0|0|0|0|-1|-1|1|-1|1|-1|0|-1|1|-1|-1|-1|-1|-1|-1|1|1|-1|1|1|1|1|1|-1|-1|1|1|-1|-1|-1|1|1|-1|1|1|-1|1|1|-1|1|1|-1|-1|1|-1|-1|1|-1|1|-1|-1|1|1|1|1|-1|1|-1|1|1|1|-1|-1|1|-1|1|-1|-1|1|-1|1|-1|1|-1|1|-1|1|-1|-1|1|-1|-1|1|-1|-1|1|Republican
2052|1952|Female|$75,000 - $100,000|Single (no kids)|Bachelor's Degree|0|-1|0|1|0|0|0|0|1|-1|-1|-1|0|1|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|-1|0|0|-1|0|-1|1|0|1|0|0|0|0|0|0|-1|1|1|-1|0|Democrat
2053|1971|Male|$50,000 - $74,999|Single (no kids)|Bachelor's Degree|-1|1|-1|1|1|1|1|-1|1|-1|1|-1|-1|1|1|1|-1|-1|-1|-1|-1|1|1|-1|-1|-1|-1|1|1|-1|1|1|-1|-1|-1|1|-1|1|-1|1|-1|1|1|1|1|1|-1|-1|-1|1|-1|-1|1|1|-1|1|1|1|-1|-1|-1|1|1|-1|-1|1|1|1|1|1|1|1|-1|-1|-1|1|1|-1|-1|-1|1|-1|-1|-1|-1|1|-1|1|1|1|-1|1|-1|-1|1|1|-1|1|-1|-1|1|Republican
